,Şəhər,Sürətlər qutusu,Marka,Ötürücü,Model,Yeni,Buraxılış ili,Yürüş,Yerlərin sayı,Ban növü,Sahiblər,Rəng,Hansı bazar üçün yığılıb,Avtosalon,price,Motor,At gücü,Yanacaq,Yüngül lehimli disklər,Mərkəzi qapanma,Dəri salon,Oturacaqların ventilyasiyası,ABS,Park radarı,Ksenon lampalar,Lyuk,Kondisioner,Arxa görüntü kamerası,Yağış sensoru,Oturacaqların isidilməsi,Yan pərdələr
1367,Masallı,Avtomat,Mercedes,Arxa,E 350,Xeyr,2006,242993,5,Sedan,0,Qara,Digər,No,21500.0,3.5,272.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1368,Bakı,Avtomat,Mazda,Tam,CX-9,Xeyr,2012,112700,5,Offroader ,0,Ağ,Digər,Yes,26500.0,3.7,277.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1369,Bakı,Avtomat,Mercedes,Arxa,C 200,Xeyr,2017,55000,5,Sedan,2,Yaş Asfalt,Amerika,Yes,40630.0,2.0,184.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
1370,Bakı,Mexaniki,Mitsubishi,Tam,L200,Bəli,2024,0,5,"Pikap, ikiqat kabin",0,Qara,Rəsmi diler,Yes,56440.0,2.4,154.0,Dizel,True,True,False,False,True,True,False,False,True,False,False,False,False
1371,Bakı,Avtomat,Kia,Ön,Ceed,Bəli,2023,0,5,"Hetçbek, ",0,Boz,Rəsmi diler,Yes,38200.0,1.6,130.0,Benzin,True,True,False,False,True,True,False,False,True,True,False,False,False
1373,Bakı,Avtomat,Chevrolet,Ön,Cruze,Xeyr,2013,148000,5,Sedan,2,Yaş Asfalt,Amerika,No,13900.0,1.4,141.0,Benzin,True,True,True,True,True,True,True,False,True,True,True,True,True
1375,Bakı,Avtomat,Kia,Ön,K7,Xeyr,2016,208000,5,Sedan,1,Ağ,Koreya,No,38700.0,2.2,202.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
1377,Bakı,Avtomat,BMW,Arxa,528,Xeyr,2012,187000,5,Sedan,2,Yaş Asfalt,Amerika,No,25500.0,2.0,245.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1378,Bakı,Variator,Subaru,Tam,XV,Xeyr,2012,122266,5,Offroader ,1,Yaş Asfalt,Rəsmi diler,No,19000.0,2.0,150.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1379,Bakı,Avtomat,Kia,Tam,Sorento,Xeyr,2017,161500,5,Offroader ,2,Ağ,Koreya,No,44300.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
1380,Hacıqabul,Avtomat,Mercedes,Arxa,S 320,Xeyr,2002,545000,5,Sedan,3,Gümüşü,Avropa,No,11000.0,3.2,204.0,Dizel,True,True,True,False,True,False,False,True,True,False,False,False,False
1388,Bakı,Avtomat,Toyota,Tam,Highlander,Bəli,2023,0,5,Offroader ,0,Qara,Digər,Yes,93500.0,2.5,249.0,Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
1389,Ağdaş,Avtomat,BMW,Tam,X7,Xeyr,2021,84000,7,Offroader ,1,Qara,Rəsmi diler,No,161500.0,3.0,340.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
1390,Bakı,Avtomat,Porsche,Arxa,Panamera,Xeyr,2011,202000,5,Liftbek,0,Ağ,Rəsmi diler,Yes,45050.0,3.6,300.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1391,Bakı,Avtomat,Land Rover,Tam,Defender,Xeyr,2023,4300,5,Offroader ,1,Qara,Digər,Yes,238000.0,3.0,400.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1392,Bakı,Mexaniki,Opel,Ön,Astra,Xeyr,2010,270000,5,"Universal, ",2,Yaş Asfalt,Avropa,No,13000.0,1.4,90.0,Benzin,True,True,False,True,True,False,True,False,True,False,True,True,False
1393,Bakı,Avtomat,Toyota,Ön,Corolla,Bəli,2024,0,5,Sedan,0,Ağ,Çin,Yes,36550.0,1.8,140.0,Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
1394,Bakı,Avtomat,BMW,Arxa,520,Xeyr,2017,118000,5,Sedan,1,Qara,Avropa,No,56100.0,2.0,190.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,False
1395,Bakı,Variator,Toyota,Ön,Prius,Xeyr,2011,244620,5,Liftbek,2,Gümüşü,Amerika,No,17900.0,1.8,99.0,Hibrid,True,True,False,False,True,False,True,False,True,True,False,False,True
1396,Bakı,Avtomat,Mercedes,Arxa,E 220 d,Xeyr,2018,188000,5,Sedan,2,Ağ,Digər,Yes,58650.0,2.0,194.0,Dizel,True,True,True,False,True,True,True,True,True,True,True,True,False
1397,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2016,115450,5,Offroader ,2,Boz,Amerika,Yes,90950.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1398,Bakı,Avtomat,Toyota,Tam,RAV4,Xeyr,2022,47000,5,Offroader ,2,Boz,Rəsmi diler,Yes,68000.0,2.5,218.0,Hibrid,True,True,True,False,True,True,True,False,True,True,True,True,False
1399,Sumqayıt,Avtomat,Mercedes,Tam,GL 350 4MATIC,Xeyr,2014,177500,7,Offroader ,0,Ağ,Amerika,No,67660.0,3.0,258.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,False
1400,Bakı,Avtomat,Chevrolet,Ön,Cruze,Xeyr,2014,159000,5,Sedan,1,Qara,Rəsmi diler,Yes,16500.0,1.8,141.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
1401,Bakı,Avtomat,BMW,Arxa,528,Xeyr,2016,183000,5,Sedan,0,Ağ,Koreya,No,36720.0,2.0,260.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1402,Bakı,Avtomat,Toyota,Ön,Corolla,Xeyr,2017,166000,5,Sedan,2,Boz,Digər,Yes,26800.0,1.8,140.0,Benzin,True,True,False,False,True,False,True,False,True,True,True,False,False
1403,Gəncə,Avtomat,Hyundai,Tam,Santa Fe,Xeyr,2009,272000,7,Offroader ,1,Ağ,Avropa,No,19300.0,2.7,189.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1404,Bakı,Avtomat,Kia,Ön,Carnival,Xeyr,2015,204000,8+,Minivan,2,Yaş Asfalt,Koreya,No,35700.0,2.2,202.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
1405,Bakı,Avtomat,Porsche,Tam,Cayenne,Bəli,2023,0,5,Offroader ,0,Qara,Rəsmi diler,Yes,192100.0,3.0,360.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1407,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2021,28000,5,Offroader ,1,Mavi,Digər,Yes,130730.0,2.0,400.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
1408,Bakı,Avtomat,Changan,Ön,Qiyuan A06,Bəli,2023,0,5,Liftbek,0,Yaş Asfalt,Digər,Yes,36550.0,1.5,330.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
1411,Bakı,Avtomat,Mercedes,Arxa,E 200,Xeyr,2010,136000,5,Sedan,2,Ağ,Avropa,No,27300.0,1.8,184.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1412,Bakı,Avtomat,Hyundai,Ön,Grandeur,Xeyr,2017,159000,4,Sedan,1,Qara,Koreya,No,42200.0,2.2,202.0,Dizel,True,True,True,False,True,True,True,True,True,True,True,True,False
1414,Bakı,Variator,Honda,Ön,Civic,Xeyr,2017,120000,5,"Hetçbek, ",2,Mavi,Rəsmi diler,No,24500.0,1.5,182.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,False,False
1415,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2016,120000,5,Sedan,2,Göy,Digər,No,22500.0,2.0,150.0,Benzin,True,True,False,False,True,False,False,False,True,True,False,False,False
1430,Bakı,Avtomat,BMW,Arxa,740,Xeyr,2019,54000,5,Sedan,1,Ağ,Digər,Yes,87550.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1431,Bakı,Avtomat,Mercedes,Arxa,E 220 d,Xeyr,2018,148000,5,Sedan,2,Boz,Digər,Yes,62900.0,2.2,170.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
1432,Bakı,Avtomat,Baic,Ön,X7,Bəli,2022,0,5,Offroader ,0,Boz,Digər,Yes,49900.0,1.5,188.0,Benzin,True,True,True,True,True,True,False,True,True,True,True,True,False
1433,Bakı,Avtomat,Kia,Ön,Sorento,Xeyr,2015,179000,7,Offroader ,1,Ağ,Koreya,No,43000.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
1435,Bakı,Avtomat,Toyota,Ön,Auris,Xeyr,2016,85000,5,"Universal, ",2,Gümüşü,Digər,Yes,26000.0,1.2,116.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,False,False
1436,Bakı,Avtomat,Mercedes,Arxa,C 300,Xeyr,2019,63500,5,Sedan,2,Qara,Digər,No,56780.0,2.0,249.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1437,Bakı,Robot,Baic,Ön,X55 II,Bəli,2023,0,5,Offroader ,0,Sarı,Digər,Yes,45900.0,1.5,188.0,Benzin,True,True,True,True,True,True,False,True,True,True,True,True,True
1438,Bakı,Avtomat,Mercedes,Arxa,E 300 e,Xeyr,2021,34200,5,Sedan,1,Ağ,Avropa,Yes,90100.0,2.0,320.0,Plug-in Hibrid,True,True,True,False,True,True,True,True,True,True,True,True,False
1439,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2018,103000,5,Offroader ,2,Boz,Amerika,Yes,113900.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
1440,Bakı,Avtomat,Opel,Arxa,Vectra,Xeyr,1996,243000,5,Sedan,2,Tünd qırmızı,Digər,No,4700.0,2.0,165.0,Benzin,True,True,False,True,True,True,False,False,True,False,True,False,True
1441,Bakı,Reduktor,ZEEKR,Tam,007,Bəli,2024,0,5,Liftbek,0,Boz,Digər,Yes,61200.0,0.0,646.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,True
1442,Bakı,Reduktor,BYD,Tam,Tang,Bəli,2023,0,6,Offroader ,0,Qara,Digər,Yes,62898.299999999996,0.0,517.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,False
1443,Bakı,Avtomat,Maple,Ön,X3 Pro,Bəli,2024,0,5,Offroader ,0,Gümüşü,Digər,Yes,26010.0,1.5,110.0,Benzin,True,True,True,False,True,True,False,True,True,True,False,False,False
1444,Bakı,Avtomat,Mercedes-Maybach,Tam,S 580 4MATIC,Bəli,2023,0,5,Sedan,0,Yaşıl,Rəsmi diler,Yes,491360.0,4.0,503.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1445,Bakı,Avtomat,Toyota,Tam,Corolla,Xeyr,2014,179000,5,Sedan,1,Qara,Yaponiya,No,23500.0,1.6,124.0,Benzin,True,True,False,False,True,False,False,False,True,False,True,False,False
1447,Bakı,Avtomat,BMW,Tam,X5,Xeyr,2014,95000,5,Offroader ,2,Qara,Digər,No,62900.0,3.0,306.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1448,Bakı,Avtomat,BMW,Tam,X1,Xeyr,2020,45000,5,Offroader ,1,Qara,Digər,No,51000.0,2.0,192.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1449,Bakı,Avtomat,Kia,Ön,Sorento,Xeyr,2018,133500,7,Offroader ,2,Ağ,Koreya,No,43900.0,2.0,187.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,True
1451,Bakı,Variator,Honda,Ön,Insight,Xeyr,2011,184555,5,Liftbek,1,Boz,Digər,No,14300.0,1.3,88.0,Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
1452,Bakı,Avtomat,BMW,Tam,X5,Xeyr,2020,74000,5,Offroader ,1,Yaş Asfalt,Rəsmi diler,No,124100.0,3.0,340.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
1465,Bakı,Avtomat,Baic,Tam,BJ40 Plus,Bəli,2023,0,5,Offroader ,0,Yaşıl,Digər,Yes,66300.0,2.0,220.0,Benzin,False,True,True,True,True,True,False,True,True,True,True,True,True
1466,Bakı,Mexaniki,LADA (VAZ),Arxa,2103,Xeyr,1983,99900,5,Sedan,0,Bej,Digər,No,1800.0,1.3,65.0,Benzin,True,True,False,False,False,False,False,False,False,False,False,False,False
1467,Bakı,Avtomat,Land Rover,Tam,Discovery,Xeyr,2019,25000,7,Offroader ,1,Ağ,Amerika,Yes,85000.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
1468,Bakı,Robot,Baic,Ön,X55 II,Bəli,2023,0,5,Offroader ,0,Qırmızı,Digər,Yes,45900.0,1.5,188.0,Benzin,True,True,True,True,True,True,False,True,True,True,True,True,True
1469,Bakı,Avtomat,Toyota,Ön,Camry,Xeyr,2011,189000,5,Sedan,1,Ağ,Digər,Yes,21000.0,2.4,167.0,Benzin,True,True,True,False,True,True,True,False,True,True,True,False,False
1470,Bakı,Avtomat,Baic,Ön,X3,Bəli,2023,0,5,Offroader ,0,Qırmızı,Digər,Yes,31500.0,1.5,116.0,Benzin,True,True,True,False,True,True,False,True,True,True,False,False,False
1471,Bakı,Avtomat,Hyundai,Ön,Santa Fe,Xeyr,2012,132000,5,Offroader ,2,Ağ,Digər,Yes,31500.0,2.0,184.0,Dizel,True,True,True,False,True,True,True,True,True,True,True,True,False
1472,Bakı,Avtomat,Mitsubishi,Ön,Eclipse Cross,Xeyr,2021,31500,5,Offroader ,2,Ağ,Digər,No,42000.0,2.0,150.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,False,False
1473,Sumqayıt,Mexaniki,Renault,Ön,Megane,Xeyr,2006,345000,5,"Hetçbek, ",2,Açıq yaşıl,Digər,No,6900.0,1.5,106.0,Dizel,True,True,True,False,True,False,True,False,True,False,True,False,True
1474,Bakı,Avtomat,Audi,Ön,A6,Xeyr,2020,19500,5,Sedan,1,Yaş Asfalt,Rəsmi diler,No,77690.0,2.0,252.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1475,Bakı,Avtomat,Kia,Tam,Sorento,Xeyr,2015,175000,5,Offroader ,2,Qara,Koreya,No,36600.0,2.2,202.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
1476,Bakı,Avtomat,BMW,Arxa,520,Xeyr,2016,201000,5,Sedan,2,Qara,Avropa,Yes,44200.0,2.0,190.0,Dizel,True,True,False,False,True,True,True,False,True,True,True,True,False
1477,Bakı,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2008,247131,7,Offroader ,1,Ağ,Rəsmi diler,Yes,38998.0,4.7,288.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
1478,Bakı,Avtomat,Mitsubishi,Tam,Pajero Sport,Bəli,2024,0,7,Offroader ,0,Ağ,Rəsmi diler,Yes,76330.0,3.0,219.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,False,False
1479,Bakı,Avtomat,Mercedes,Tam,GLS 450 4MATIC,Bəli,2023,0,7,Offroader ,0,Boz,Rəsmi diler,Yes,284338.0,3.0,381.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1481,Bakı,Avtomat,BMW,Arxa,328,Xeyr,2012,240000,5,Sedan,0,Göy,Amerika,No,24500.0,2.0,245.0,Benzin,True,True,True,False,True,False,True,True,True,True,True,True,True
1482,Bakı,Avtomat,BMW,Tam,X5,Xeyr,2015,173900,5,Offroader ,1,Ağ,Amerika,No,57800.0,3.0,306.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1483,Bakı,Mexaniki,Ford,Arxa,Transit,Xeyr,2002,380000,3,Furqon,2,Ağ,Digər,No,18000.0,2.4,120.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
1484,Quba,Avtomat,Mercedes,Arxa,E 280,Xeyr,1997,350000,5,Sedan,3,Göy,Avropa,No,9700.0,2.8,204.0,Benzin,True,True,True,True,True,True,True,True,True,False,True,True,False
1485,Bakı,Avtomat,Mercedes,Arxa,E 220 d,Xeyr,2007,315000,5,Sedan,2,Bej,Avropa,No,20500.0,2.2,170.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
1486,Bakı,Avtomat,Land Rover,Tam,Defender,Xeyr,2023,22000,5,Offroader ,1,Qara,Avropa,No,170000.0,2.0,400.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
1487,Bakı,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2008,149429,7,Offroader ,1,Qara,Dubay,No,43500.0,4.0,249.0,Benzin,True,True,False,False,True,True,False,True,True,True,False,False,False
1488,Bakı,Avtomat,Chevrolet,Ön,Malibu,Xeyr,2016,115314,5,Sedan,1,Yaş Asfalt,Amerika,No,22500.0,1.5,160.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1504,Sumqayıt,Avtomat,Citroen,Ön,C3,Xeyr,2013,49000,5,"Hetçbek, ",2,Qəhvəyi,Avropa,No,14500.0,1.6,120.0,Benzin,True,True,False,False,True,True,False,False,True,False,True,False,False
1505,Bakı,Avtomat,Kia,Ön,Sportage,Xeyr,2014,194000,5,Offroader ,2,Ağ,Digər,No,27400.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
1506,Bakı,Avtomat,Land Rover,Tam,RR Velar,Xeyr,2021,49000,5,Offroader ,1,Göy,Amerika,Yes,112200.0,2.0,250.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
1507,Bakı,Avtomat,Audi,Tam,Q7,Xeyr,2022,24000,5,Offroader ,2,Yaş Asfalt,Rəsmi diler,Yes,111820.9,2.0,252.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
1508,Bakı,Reduktor,Li Auto,Tam,L9,Bəli,2024,0,7,Offroader ,0,Qara,Digər,Yes,113730.0,1.5,449.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
1509,Sumqayıt,Mexaniki,Hyundai,Ön,i30,Xeyr,2008,290000,5,"Universal, ",2,Boz,Koreya,No,14500.0,1.6,115.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
1510,Bakı,Avtomat,Audi,Ön,A3,Xeyr,2014,85000,5,Sedan,0,Qara,Digər,Yes,28730.0,2.0,150.0,Dizel,True,True,True,False,True,False,True,True,True,False,True,True,False
1511,Zaqatala,Avtomat,Hyundai,Ön,Santa Fe,Xeyr,2013,193509,5,Offroader ,2,Ağ,Koreya,No,30000.0,2.0,184.0,Dizel,True,True,True,True,False,True,False,False,True,True,True,True,True
1512,Bakı,Reduktor,ZEEKR,Tam,001,Bəli,2023,0,5,Liftbek,0,Boz,Digər,Yes,69700.0,0.0,544.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,True
1514,Bakı,Avtomat,GAC,Ön,Trumpchi E8,Bəli,2024,0,7,Minivan,0,Ağ,Digər,Yes,66300.0,2.0,322.0,Plug-in Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
1515,Bakı,Avtomat,Nissan,Tam,Xterra,Bəli,2023,0,7,Offroader ,0,Qara,Digər,Yes,69530.0,2.5,170.0,Benzin,True,True,True,False,True,True,True,False,True,True,False,False,False
1516,Bakı,Avtomat,BMW,Tam,X7,Bəli,2023,0,5,Offroader ,0,Qara,Avropa,Yes,259000.0,3.0,380.0,Benzin,True,True,True,False,True,True,False,True,True,True,True,True,True
1517,Bakı,Avtomat,Kia,Tam,Sorento,Xeyr,2015,161000,5,Offroader ,1,Ağ,Koreya,No,40000.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
1518,Bakı,Avtomat,Toyota,Ön,RAV4,Xeyr,2023,7500,5,Offroader ,1,Qara,Rəsmi diler,No,63750.0,2.0,149.0,Benzin,True,True,True,False,True,True,True,False,True,True,True,True,False
1519,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2013,205000,7,Offroader ,2,Ağ,Rəsmi diler,No,44200.0,2.7,163.0,Benzin,True,True,True,False,True,False,True,False,True,True,False,True,False
1520,Bakı,Reduktor,Mercedes,Tam,EQC 400 4MATIC,Xeyr,2023,2200,5,Offroader ,1,Qara,Digər,No,79050.0,0.0,425.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,True
1521,Bakı,Avtomat,Mercedes,Arxa,E 200,Xeyr,2018,140000,4,Sedan,1,Qara,Avropa,No,56100.0,2.0,184.0,Benzin,True,True,True,True,True,True,True,False,True,True,True,True,False
1522,Bakı,Variator,Toyota,Ön,Prius,Xeyr,2010,329916,4,Liftbek,2,Yaş Asfalt,Amerika,No,17400.0,1.8,99.0,Hibrid,True,True,True,False,True,True,True,False,True,True,False,True,False
1523,Bakı,Avtomat,BMW,Arxa,528,Xeyr,2016,90000,5,Sedan,1,Ağ,Amerika,No,36550.0,2.0,265.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1524,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2016,145959,5,Sedan,3,Gümüşü,Amerika,No,24400.0,2.0,150.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1544,Bakı,Reduktor,Li Auto,Tam,L9,Bəli,2024,0,5,Offroader ,0,Qara,Digər,Yes,114750.0,1.5,449.0,Plug-in Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
1545,Bakı,Avtomat,Chevrolet,Ön,Spark,Xeyr,2023,13465,5,"Hetçbek, ",1,Qara,Rəsmi diler,Yes,21200.0,1.2,72.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1546,Bakı,Avtomat,Mercedes,Arxa,E 300,Xeyr,2017,41000,5,Sedan,1,Ağ,Avropa,Yes,69700.0,2.0,245.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
1547,Bakı,Avtomat,Land Rover,Tam,Discovery,Xeyr,2018,103000,5,Offroader ,1,Boz,Avropa,Yes,96900.0,3.0,249.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,False
1548,Ucar,Avtomat,Chevrolet,Ön,Cruze,Xeyr,2017,262000,5,Sedan,0,Gümüşü,Amerika,No,16900.0,1.4,153.0,Benzin,False,False,True,False,False,False,True,False,True,True,False,False,True
1549,Bakı,Avtomat,Hyundai,Ön,Santa Fe,Xeyr,2019,78000,5,Offroader ,2,Qara,Amerika,Yes,38500.0,2.4,188.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1550,Bakı,Avtomat,Nissan,Ön,X-Trail,Bəli,2023,0,5,Offroader ,0,Göy,Digər,Yes,53300.0,2.5,188.0,Benzin,True,True,True,False,True,True,True,False,True,True,False,False,False
1551,Bakı,Reduktor,XPeng,Tam,G9,Bəli,2023,0,5,Offroader ,0,Gümüşü,Avropa,Yes,93330.0,0.0,551.0,Elektro,False,True,True,True,True,True,True,False,True,True,True,True,False
1552,Bakı,Avtomat,Kia,Ön,Cerato,Xeyr,2015,70300,5,Sedan,0,Qara,Digər,Yes,21900.0,2.0,150.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1553,Bakı,Avtomat,Mercedes,Tam,ML 350 4MATIC,Xeyr,2010,270000,5,Offroader ,2,Ağ,Digər,No,24000.0,3.5,272.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
1554,Bakı,Avtomat,Hyundai,Tam,Tucson,Xeyr,2022,8900,5,Offroader ,1,Qara,Rəsmi diler,No,52500.0,2.0,150.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1557,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2017,158000,5,Offroader ,2,Qara,Avropa,No,96050.0,3.0,306.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
1559,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2013,120000,5,Sedan,0,Göy,Digər,No,28000.0,2.0,274.0,Benzin,False,False,True,True,True,True,False,True,True,True,False,True,True
1560,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2008,234000,7,Offroader ,1,Ağ,Digər,No,34000.0,4.0,249.0,Benzin,True,True,True,False,True,False,False,True,True,False,True,True,False
1582,Bakı,Reduktor,XPeng,Tam,G9,Bəli,2023,0,5,Offroader ,0,Ağ,Avropa,Yes,93330.0,0.0,551.0,Elektro,True,True,True,True,True,True,True,False,True,True,True,True,False
1584,Bakı,Avtomat,Land Rover,Tam,Discovery,Xeyr,2016,60000,7,Offroader ,1,Yaşıl,Rəsmi diler,Yes,56100.0,3.0,340.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
1585,Bakı,Mexaniki,LADA (VAZ),Ön,Granta,Bəli,2024,0,5,Sedan,0,Qara,Rəsmi diler,Yes,18600.0,1.6,95.0,Benzin,False,True,False,False,True,False,False,False,True,False,False,False,False
1586,Bakı,Avtomat,Hongqi,Ön,H5,Bəli,2024,0,5,Sedan,0,Ağ,Digər,Yes,54910.0,1.5,190.0,Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
1587,Bakı,Avtomat,Toyota,Ön,Corolla Cross,Bəli,2024,0,5,Offroader ,0,Ağ,Çin,Yes,30343.3,2.0,199.0,Hibrid,True,True,False,False,True,False,False,False,True,False,False,False,False
1590,Bakı,Avtomat,Kia,Ön,K5,Xeyr,2021,42323,5,Sedan,2,Boz,Digər,No,41500.0,1.6,180.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
1591,Bakı,Variator,Toyota,Ön,Prius,Xeyr,2008,384000,5,Liftbek,0,Yaş Asfalt,Digər,No,8000.0,1.5,76.0,Hibrid,False,True,False,False,True,False,False,False,True,True,False,False,False
1592,Bakı,Robot,Porsche,Tam,Panamera Turbo,Xeyr,2017,84000,5,Liftbek,1,Boz,Avropa,No,134300.0,4.0,550.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1593,Bakı,Mexaniki,Ford,Arxa,Transit,Xeyr,2010,221800,3,Furqon,2,Qara,Avropa,No,26000.0,2.4,140.0,Dizel,True,True,False,False,True,False,False,False,True,False,True,False,False
1594,Bakı,Avtomat,Toyota,Ön,Camry,Xeyr,2019,125000,5,Sedan,0,Qara,Rəsmi diler,No,49300.0,2.5,181.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1595,Bakı,Avtomat,Toyota,Tam,Highlander,Xeyr,2022,67000,7,Offroader ,1,Yaş Asfalt,Rəsmi diler,No,89250.0,2.5,249.0,Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
1596,Bakı,Avtomat,Toyota,Tam,RAV4,Xeyr,2021,35000,5,Offroader ,1,Boz,Rəsmi diler,No,67490.0,2.5,218.0,Hibrid,True,True,True,False,True,True,True,False,True,True,True,True,False
1605,Bakı,Avtomat,Toyota,Ön,Camry,Xeyr,2020,66000,5,Sedan,2,Qara,Digər,Yes,51000.0,2.5,218.0,Hibrid,True,True,True,False,True,True,True,True,True,True,True,True,False
1606,Bakı,Avtomat,BYD,Ön,Destroyer 05,Bəli,2023,0,5,Sedan,0,Qara,Digər,Yes,38250.0,1.5,197.0,Plug-in Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
1607,Bakı,Avtomat,Chevrolet,Arxa,Camaro,Xeyr,2019,29000,4,Kabriolet,2,Boz,Digər,Yes,42500.0,2.0,238.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,False,False
