,Şəhər,Sürətlər qutusu,Marka,Ötürücü,Model,Yeni,Buraxılış ili,Yürüş,Yerlərin sayı,Ban növü,Sahiblər,Rəng,Hansı bazar üçün yığılıb,Avtosalon,price,Motor,At gücü,Yanacaq,Yüngül lehimli disklər,Mərkəzi qapanma,Dəri salon,Oturacaqların ventilyasiyası,ABS,Park radarı,Ksenon lampalar,Lyuk,Kondisioner,Arxa görüntü kamerası,Yağış sensoru,Oturacaqların isidilməsi,Yan pərdələr
13282,Bakı,Avtomat,Mercedes,Arxa,C 220 d,Xeyr,2000,300000,5,Sedan,2,Gümüşü,Avropa,No,12400.0,2.2,125.0,Dizel,True,True,False,False,True,False,True,False,True,True,False,False,True
13283,Bakı,Avtomat,Mercedes,Arxa,S 350 d,Xeyr,2014,228000,5,Sedan,2,Qara,Digər,Yes,73100.0,3.0,249.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
13285,Bakı,Avtomat,Kia,Tam,Sorento,Xeyr,2016,143500,7,Offroader ,2,Qara,Avropa,No,43800.0,2.2,200.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
13286,Qusar,Avtomat,Hyundai,Tam,Tucson,Xeyr,2009,256000,5,Offroader ,2,Qara,Koreya,No,19500.0,2.0,140.0,Dizel,True,True,False,True,True,True,False,True,True,False,False,True,False
13287,Qusar,Mexaniki,Kia,Ön,Ceed,Xeyr,2007,50000,5,"Universal, ",2,Qara,Digər,No,14500.0,1.6,115.0,Dizel,True,True,True,False,True,True,True,False,True,True,False,False,True
13288,Bakı,Avtomat,Honda,Ön,Civic,Xeyr,2008,280000,5,Sedan,2,Ağ,Avropa,No,13500.0,1.8,140.0,Benzin,True,True,False,True,True,True,False,False,True,True,True,True,True
13289,Bakı,Mexaniki,Toyota,Tam,RAV4,Xeyr,2004,315000,5,Offroader ,2,Gümüşü,Digər,No,13500.0,2.0,114.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
13290,Bakı,Avtomat,Nissan,Ön,X-Trail,Xeyr,2001,250000,5,Offroader ,2,Ağ,Yaponiya,No,10500.0,2.0,140.0,Benzin,False,True,True,False,False,False,True,False,True,False,False,True,True
13291,Bakı,Avtomat,BMW,Arxa,316,Xeyr,1994,333333,5,Sedan,2,Qara,Digər,No,6800.0,1.6,102.0,Benzin,False,False,True,False,True,False,False,True,False,False,False,False,False
13292,Bakı,Variator,Toyota,Ön,Prius,Xeyr,2008,403945,5,Liftbek,1,Qırmızı,Digər,No,11800.0,1.5,76.0,Benzin,True,True,True,False,True,False,False,False,True,True,False,True,False
13294,Bakı,Reduktor,IM,Tam,LS6,Bəli,2024,0,5,SUV Kupe,0,Qara,Rəsmi diler,Yes,87890.0,0.0,787.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,False
13295,Sumqayıt,Avtomat,Kia,Ön,Sportage,Xeyr,2009,238000,5,Offroader ,2,Ağ,Koreya,Yes,18800.0,2.0,112.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,True
13298,Bakı,Variator,Toyota,Ön,Prius,Xeyr,2007,200000,5,Liftbek,2,Açıq yaşıl,Amerika,No,6800.0,1.5,76.0,Hibrid,True,False,False,False,True,False,False,False,True,True,True,False,True
13300,Bakı,Avtomat,Renault,Ön,Sandero Stepway,Xeyr,2020,2446,5,Offroader ,1,Qızılı,Avropa,No,25000.0,1.6,102.0,Benzin,True,True,False,True,True,True,True,False,True,False,True,True,False
13301,Bakı,Avtomat,Kia,Ön,Forte,Xeyr,2016,120701,5,Sedan,1,Göy,Amerika,No,24000.0,2.0,150.0,Benzin,True,True,False,False,True,False,True,True,True,True,True,True,False
13303,Bakı,Variator,Honda,Arxa,Insight,Xeyr,2018,193121,5,Liftbek,2,Göy,Amerika,No,24500.0,1.5,109.0,Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
13305,Bakı,Mexaniki,Opel,Ön,Astra,Xeyr,2007,252000,5,"Hetçbek, ",2,Qara,Digər,No,10400.0,1.3,90.0,Dizel,True,True,True,False,True,True,False,False,True,False,True,False,False
13306,Bakı,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,1992,98287,5,Sedan,0,Qırmızı,Rusiya,No,2500.0,1.6,75.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13307,Bakı,Mexaniki,Daewoo,Arxa,Damas,Xeyr,2006,100000,3,Furqon,2,Ağ,Digər,No,3600.0,0.8,38.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13308,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2014,92273,5,Sedan,2,Göy,Amerika,No,20300.0,1.8,150.0,Benzin,True,True,False,False,True,False,True,True,True,True,False,False,True
13310,Bakı,Avtomat,Mercedes,Arxa,E 220 d,Xeyr,1999,475000,5,Sedan,2,Bənövşəyi,Avropa,No,11900.0,2.2,143.0,Dizel,True,True,False,False,True,False,True,False,True,True,True,False,False
13311,Şəmkir,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,1990,94000,5,Sedan,3,Tünd qırmızı,Rusiya,No,4500.0,1.5,65.0,Benzin,True,False,False,False,False,False,False,False,False,True,False,False,True
13312,Bakı,Avtomat,Nissan,Ön,Note,Xeyr,2014,51000,5,"Hetçbek, ",1,Göy,Yaponiya,No,14500.0,1.2,98.0,Benzin,True,True,False,False,True,True,False,False,True,True,True,False,False
13313,Gəncə,Variator,Toyota,Ön,Prius,Xeyr,2007,245000,5,Liftbek,2,Açıq yaşıl,Amerika,No,10600.0,1.5,76.0,Hibrid,True,False,True,False,True,False,False,False,True,False,True,False,False
13314,Bakı,Avtomat,Chevrolet,Ön,Aveo,Xeyr,2007,285000,4,Sedan,2,Narıncı,Amerika,No,9000.0,1.4,100.0,Benzin,True,False,False,False,True,True,False,False,True,False,True,False,False
13316,Bakı,Avtomat,Hyundai,Ön,Accent,Xeyr,2017,131000,5,Sedan,0,Qara,Digər,Yes,19900.0,1.6,140.0,Benzin,True,True,False,True,True,True,True,False,True,True,True,True,True
13317,Bakı,Avtomat,Kia,Ön,Optima,Xeyr,2011,190000,5,Sedan,3,Gümüşü,Koreya,No,16900.0,2.0,150.0,Qaz,True,True,True,False,True,False,True,False,True,True,False,False,False
13318,Bakı,Avtomat,Mercedes,Arxa,C 230,Xeyr,1999,248000,5,Sedan,2,Qara,Avropa,No,10800.0,2.3,150.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13319,Bakı,Mexaniki,Mini,Ön,Cooper,Xeyr,2009,200000,4,"Hetçbek, ",2,Yaşıl,Amerika,No,13000.0,1.6,200.0,Benzin,True,True,True,False,True,False,True,True,True,False,True,True,False
13320,Balakən,Mexaniki,LADA (VAZ),Ön,2115,Xeyr,2011,290000,5,Sedan,2,Tünd qırmızı,Rusiya,No,9500.0,1.6,80.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13321,Bakı,Avtomat,Mercedes,Arxa,C 300,Xeyr,2016,70000,5,Sedan,1,Yaş Asfalt,Amerika,No,50150.0,2.0,245.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13322,Bakı,Mexaniki,Tofas,Arxa,Sahin,Xeyr,2005,59000,5,Sedan,2,Yaş Asfalt,Digər,No,6900.0,1.6,86.0,Benzin,False,True,False,False,False,False,True,False,False,False,False,False,False
13323,Beyləqan,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,2010,99000,5,Sedan,2,Qara,Rusiya,No,8500.0,1.6,75.0,Benzin,True,True,False,False,False,False,True,False,False,False,False,False,True
13324,Bakı,Avtomat,Nissan,Ön,Note,Xeyr,2017,46000,5,"Hetçbek, ",1,Qara,Digər,No,18300.0,1.2,80.0,Hibrid,True,True,False,True,True,True,True,False,True,True,True,False,True
13325,Bakı,Avtomat,Nissan,Ön,Note,Xeyr,2017,32254,5,"Hetçbek, ",1,Göy,Yaponiya,No,16200.0,1.2,97.0,Benzin,True,True,False,True,True,False,True,False,True,True,True,False,True
13326,Gəncə,Avtomat,Hyundai,Ön,Sonata,Xeyr,2011,222000,5,Sedan,2,Qara,Rəsmi diler,No,20600.0,2.0,165.0,Benzin,True,True,False,True,True,True,True,False,True,True,True,True,True
13327,Bakı,Avtomat,Nissan,Ön,Note,Xeyr,2018,47000,5,"Hetçbek, ",1,Göy,Digər,No,18300.0,1.2,80.0,Hibrid,True,True,True,True,True,True,True,False,True,True,True,False,True
13328,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2007,301795,5,Sedan,2,Qara,Digər,No,12600.0,2.4,174.0,Benzin,True,True,False,False,True,False,True,False,True,True,True,False,False
13329,Bakı,Avtomat,Hyundai,Ön,Accent,Xeyr,2016,175000,5,"Hetçbek, ",1,Göy,Koreya,No,21000.0,1.6,128.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,True
13330,Bakı,Variator,Toyota,Ön,Corolla Cross,Bəli,2024,0,5,Offroader ,0,Qızılı,Digər,Yes,42498.299999999996,2.0,193.0,Hibrid,True,True,True,False,True,True,True,True,True,True,True,True,False
13331,Bakı,Variator,Toyota,Ön,Prius,Xeyr,2022,15000,5,Liftbek,2,Yaş Asfalt,Amerika,Yes,38800.0,1.8,99.0,Hibrid,True,True,True,True,True,True,True,False,True,True,True,True,False
13333,Bakı,Variator,Toyota,Ön,Corolla,Bəli,2024,0,5,Sedan,0,Ağ,Digər,Yes,30468.0,1.8,98.0,Hibrid,True,True,False,False,True,False,False,False,True,False,True,False,False
13334,Gəncə,Avtomat,Ford,Ön,Fusion (North America),Xeyr,2016,185000,5,Sedan,1,Yaş Asfalt,Avropa,No,18800.0,1.5,181.0,Benzin,True,False,True,False,True,True,True,False,True,True,False,True,False
13335,Bakı,Mexaniki,Khazar,Ön,SD,Xeyr,2021,194800,5,Sedan,2,Qara,Digər,No,12600.0,1.7,113.0,Benzin,False,False,False,False,False,True,False,False,True,False,False,True,False
13336,Bakı,Avtomat,Kia,Ön,K5,Xeyr,2021,28000,5,Sedan,1,Ağ,Digər,No,55000.0,2.5,194.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13337,Bakı,Avtomat,BMW,Tam,X5,Xeyr,2006,395000,5,Offroader ,2,Qara,Avropa,No,27800.0,3.0,231.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
13338,Sumqayıt,Avtomat,Kia,Ön,Sorento,Xeyr,2014,183000,5,Offroader ,0,Ağ,Koreya,No,36000.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,True
13339,Bakı,Avtomat,Ford,Ön,Explorer,Xeyr,2014,145000,7,Offroader ,2,Ağ,Avropa,No,34850.0,3.5,294.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13340,Bakı,Avtomat,Land Rover,Tam,Discovery Sport,Xeyr,2015,231890,7,Offroader ,1,Yaş Asfalt,Digər,No,38930.0,2.0,290.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13341,Bakı,Avtomat,Kia,Ön,Carnival,Xeyr,2018,99500,8+,Minivan,1,Ağ,Koreya,No,48790.0,2.2,202.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
13358,Bakı,Avtomat,Mercedes,Arxa,E 230,Xeyr,1996,428707,4,Sedan,4 və daha çox,Qızılı,Digər,No,4900.0,2.3,150.0,Benzin,True,False,False,False,True,False,False,False,True,False,False,False,False
13359,Lənkəran,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,2010,94524,5,Sedan,2,Qara,Digər,No,4600.0,1.6,75.0,Benzin,False,True,False,False,False,False,True,False,False,False,False,False,True
13360,Bakı,Avtomat,Kia,Ön,Sorento,Xeyr,2015,168500,5,Offroader ,0,Ağ,Digər,No,39500.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,False,True,True
13361,Bakı,Avtomat,Chevrolet,Ön,Cruze,Xeyr,2013,120000,5,Sedan,2,Göy,Digər,No,12500.0,1.4,140.0,Benzin,True,True,False,True,True,True,True,False,True,True,True,True,True
13362,Bakı,Avtomat,BMW,Tam,X3,Xeyr,2014,115081,5,Offroader ,1,Boz,Digər,No,44030.0,2.0,190.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
13363,Lənkəran,Mexaniki,Mercedes,Arxa,Vito 111,Xeyr,2009,350000,7,Minivan,1,Ağ,Rəsmi diler,No,27000.0,2.2,150.0,Dizel,True,True,False,False,True,True,True,False,True,True,True,True,False
13364,Bakı,Avtomat,BMW,Arxa,320,Xeyr,2015,227000,5,Sedan,0,Ağ,Digər,No,35000.0,2.0,190.0,Dizel,True,True,True,False,True,True,True,True,True,True,True,True,True
13365,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2019,122310,5,Sedan,1,Qara,Amerika,No,29300.0,2.0,150.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13367,Bakı,Mexaniki,LADA (VAZ),Tam,Niva,Xeyr,2015,90000,5,Offroader ,2,Göy,Digər,Yes,12300.0,1.7,80.0,Benzin,True,True,True,True,True,False,True,False,True,False,False,True,True
13368,Bakı,Reduktor,Geely,Arxa,Radar RD6,Bəli,2024,0,5,"Pikap, ikiqat kabin",0,Gümüşü,Rəsmi diler,Yes,49900.0,0.0,268.0,Elektro,True,True,True,False,True,True,False,False,True,True,False,False,False
13370,Bakı,Avtomat,Hyundai,Ön,Santa Fe,Xeyr,2011,267000,7,Offroader ,1,Gümüşü,Koreya,No,25500.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,False
13371,Bakı,Avtomat,Land Rover,Tam,RR Sport,Xeyr,2016,79000,5,Offroader ,2,Qara,Digər,No,79560.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13372,Lənkəran,Mexaniki,ZIL,Arxa,5301,Xeyr,2000,289700,5,Mikroavtobus,2,Mavi,Avropa,No,11000.0,4.8,130.0,Dizel,False,True,True,False,False,False,False,True,False,False,False,False,True
13374,Bakı,Avtomat,BMW,Tam,328,Xeyr,2012,220000,5,Sedan,2,Qırmızı,Amerika,No,27000.0,2.0,245.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13375,Bakı,Avtomat,Opel,Ön,Zafira,Xeyr,2007,380000,7,Kompakt-Van,2,Gümüşü,Digər,No,12500.0,2.2,146.0,Benzin,False,False,False,False,True,False,False,False,True,False,False,True,False
13376,Sumqayıt,Avtomat,Hyundai,Ön,Accent,Xeyr,2015,237008,5,Sedan,1,Yaş Asfalt,Amerika,No,17790.0,1.6,140.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13377,Bakı,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2008,123000,7,Offroader ,1,Qara,Avropa,No,51000.0,4.7,288.0,Benzin,True,True,True,False,True,True,False,True,True,True,True,True,False
13394,Bakı,Avtomat,Kia,Ön,Cerato,Xeyr,2013,149000,5,Sedan,1,Ağ,Rəsmi diler,No,21900.0,1.6,123.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,False,True
13395,Bakı,Avtomat,BMW,Arxa,528,Xeyr,2015,106000,5,Sedan,0,Qara,Amerika,No,38590.0,2.0,245.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13396,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2015,126000,5,Sedan,1,Ağ,Amerika,No,26000.0,2.0,274.0,Benzin,False,True,True,True,True,True,True,True,True,True,True,True,True
13397,Bakı,Avtomat,Mercedes,Arxa,E 320,Xeyr,2001,221210,5,Sedan,2,Gümüşü,Avropa,No,10800.0,3.2,224.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
13398,Bakı,Avtomat,Kia,Ön,Carnival,Xeyr,2023,8500,5,Minivan,2,Göy,Rəsmi diler,Yes,78030.0,2.2,202.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
13399,Bakı,Mexaniki,Saipa,Ön,132,Xeyr,2009,350888,5,Sedan,2,Yaş Asfalt,Digər,No,3550.0,1.3,63.0,Benzin,False,False,False,False,False,False,False,False,True,False,False,False,False
13400,Bakı,Avtomat,Nissan,Ön,Note,Xeyr,2016,38458,4,"Hetçbek, ",1,Ağ,Yaponiya,No,20950.0,1.2,98.0,Hibrid,True,True,False,False,True,False,True,False,True,True,False,False,True
13402,Bakı,Avtomat,Hyundai,Ön,Santa Fe,Xeyr,2018,134756,5,Offroader ,2,Qara,Koreya,Yes,43000.0,2.0,184.0,Dizel,True,True,True,True,True,True,False,False,True,True,True,True,False
13403,Bakı,Reduktor,Haval,Tam,Raptor,Bəli,2024,0,5,Offroader ,0,Qara,Digər,Yes,56950.0,1.5,167.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
13404,Bakı,Avtomat,Volvo,Tam,XC90,Bəli,2024,0,7,Offroader ,0,Göy,Rəsmi diler,Yes,151358.0,2.0,462.0,Hibrid,True,True,True,True,True,True,False,True,True,True,True,True,True
13405,Bakı,Avtomat,Mercedes,Arxa,ML 350,Xeyr,2012,81000,5,Offroader ,2,Qara,Amerika,Yes,37060.0,3.5,272.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13406,Bakı,Avtomat,Hyundai,Ön,Santa Fe,Xeyr,2013,195000,5,Offroader ,2,Ağ,Koreya,No,28500.0,2.0,197.0,Dizel,False,False,True,True,True,False,True,False,True,True,True,True,True
13407,Bakı,Mexaniki,Ford,Arxa,Transit,Xeyr,2010,237000,3,Furqon,1,Ağ,Avropa,No,24500.0,2.4,124.0,Dizel,True,True,False,False,True,False,False,False,True,False,False,False,False
13408,Bakı,Avtomat,BMW,Tam,528,Xeyr,2016,113367,5,Sedan,1,Yaş Asfalt,Koreya,No,41650.0,2.0,245.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
13409,Bakı,Mexaniki,Ford,Ön,Transit,Xeyr,2007,250000,5,Furqon,2,Ağ,Avropa,No,17000.0,2.2,130.0,Dizel,True,True,False,False,True,False,False,False,False,False,False,False,False
13412,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2014,225308,5,Sedan,2,Qırmızı,Digər,No,19500.0,1.8,150.0,Benzin,True,True,True,False,True,False,False,False,True,True,True,True,False
13413,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2019,82000,5,Offroader ,1,Qara,Avropa,No,163200.0,3.0,400.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13419,Bakı,Variator,Chevrolet,Ön,Volt,Xeyr,2014,263000,5,Liftbek,1,Yaş Asfalt,Amerika,No,20500.0,1.4,86.0,Plug-in Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
13420,Bakı,Mexaniki,Kia,Ön,Ceed,Xeyr,2010,255400,5,"Hetçbek, ",2,Gümüşü,Digər,No,13000.0,1.6,115.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
13421,Sumqayıt,Avtomat,Kia,Ön,Stinger,Xeyr,2019,65000,5,Liftbek,0,Ağ,Amerika,No,37400.0,2.0,247.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13422,Bakı,Mexaniki,Daewoo,Ön,Leganza,Xeyr,1997,280000,5,Sedan,2,Qara,Digər,No,3400.0,2.0,136.0,Benzin,True,True,False,False,True,False,False,False,True,False,True,False,False
13423,Ağstafa,Mexaniki,Opel,Ön,Astra,Xeyr,2006,396224,5,"Universal, ",3,Qara,Avropa,No,8000.0,1.4,90.0,Benzin,True,True,False,True,True,False,True,False,True,True,True,False,True
13424,Bakı,Mexaniki,LADA (VAZ),Ön,2114,Xeyr,2012,101256,5,"Hetçbek, ",0,Boz,Digər,Yes,8000.0,1.6,81.0,Benzin,True,True,False,False,True,True,False,False,False,False,False,False,True
13425,Bakı,Mexaniki,Mercedes,Arxa,Sprinter 511,Xeyr,2006,350000,3,Yük maşını,1,Ağ,Avropa,No,34000.0,2.2,150.0,Dizel,False,True,False,False,True,False,False,False,False,True,False,False,False
13426,Bakı,Avtomat,Mercedes,Arxa,S 500,Xeyr,2014,131230,5,Sedan,0,Qara,Rəsmi diler,No,75650.0,4.7,455.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13427,Şirvan,Mexaniki,LADA (VAZ),Ön,Granta,Xeyr,2013,286574,5,Sedan,2,Qara,Rusiya,No,10700.0,1.6,86.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13428,Bakı,Mexaniki,Saipa,Ön,Tiba,Xeyr,2012,350000,5,Sedan,1,Ağ,Digər,No,3800.0,1.5,95.0,Benzin,True,False,False,False,True,False,False,False,False,False,False,False,False
13429,Xaçmaz,Avtomat,Opel,Ön,Astra,Xeyr,1998,581000,5,"Universal, ",3,Gümüşü,Digər,No,7000.0,1.6,101.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13430,Salyan,Avtomat,Toyota,Ön,Camry,Xeyr,2007,267000,5,Sedan,2,Ağ,Yaponiya,No,18000.0,2.5,179.0,Benzin,True,True,True,False,True,True,True,False,True,True,False,True,False
13431,Balakən,Avtomat,Mercedes,Arxa,C 220,Xeyr,1994,368543,5,Sedan,2,Gümüşü,Amerika,No,7200.0,2.2,150.0,Benzin,True,True,False,False,True,False,False,False,True,False,False,True,False
13432,Bakı,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2016,115258,7,Offroader ,0,Qara,Rəsmi diler,No,91290.0,4.0,282.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
13433,Bakı,Avtomat,Hyundai,Ön,Azera,Xeyr,2013,92000,5,Sedan,1,Ağ,Rəsmi diler,No,28500.0,2.4,178.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13434,Bakı,Mexaniki,Hyundai,Ön,Matrix,Xeyr,2006,230000,5,Kompakt-Van,2,Göy,Digər,No,11900.0,1.5,110.0,Dizel,True,False,False,False,True,False,True,False,True,False,False,False,False
13435,Cəlilabad,Mexaniki,Iran Khodro,Ön,Samand,Xeyr,2008,400000,5,Sedan,2,Qara,Digər,No,4500.0,1.8,100.0,Benzin,True,True,False,False,False,False,False,True,False,False,False,False,True
13436,Bakı,Avtomat,Land Rover,Tam,RR Sport,Xeyr,2009,237000,5,Offroader ,0,Qara,Digər,Yes,23800.0,4.2,390.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
13437,Bakı,Variator,Toyota,Ön,Camry,Xeyr,2021,61000,5,Sedan,1,Qara,Avropa,No,54058.299999999996,2.5,218.0,Hibrid,True,True,True,False,True,True,True,True,True,True,True,False,True
13438,Bakı,Avtomat,Ford,Arxa,Mustang,Xeyr,2019,70000,5,Kabriolet,2,Qara,Digər,Yes,45050.0,2.3,310.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
13439,Bakı,Avtomat,Chery,Ön,Tiggo 7 Pro e+,Bəli,2023,0,5,Offroader ,0,Qırmızı,Digər,Yes,49900.0,1.5,326.0,Plug-in Hibrid,True,True,True,True,True,True,False,True,True,True,True,True,False
13440,Bakı,Avtomat,Land Rover,Tam,RR Sport,Xeyr,2018,45200,5,Offroader ,2,Qara,Rəsmi diler,Yes,111820.9,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
13442,Oğuz,Avtomat,Volkswagen,Ön,Passat,Xeyr,2005,490850,5,Sedan,2,Boz,Amerika,No,9800.0,2.0,115.0,Benzin,True,True,True,False,True,False,False,True,True,False,True,True,False
13443,Qəbələ,Avtomat,Hyundai,Ön,i40,Xeyr,2013,221500,5,Sedan,1,Gümüşü,Koreya,No,25500.0,1.7,136.0,Dizel,True,True,True,True,True,True,True,True,True,True,False,True,False
13444,Bakı,Avtomat,Toyota,Ön,RAV4,Xeyr,2019,80000,5,Offroader ,1,Ağ,Rəsmi diler,No,41650.0,2.0,146.0,Benzin,True,True,False,False,True,False,True,False,True,True,False,True,False
13445,Bakı,Avtomat,BMW,Tam,530e,Xeyr,2021,62000,5,Sedan,1,Qara,Amerika,No,71400.0,2.0,292.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
13446,Bakı,Avtomat,Mercedes,Arxa,C 250,Xeyr,2014,119181,5,Sedan,1,Yaş Asfalt,Digər,No,23900.0,1.8,204.0,Benzin,True,True,True,True,True,False,True,True,True,True,True,True,True
13447,Bakı,Avtomat,Jaguar,Tam,F-Pace R,Xeyr,2019,56000,5,Offroader ,1,Göy,Rəsmi diler,No,78200.0,2.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
13449,Bakı,Avtomat,Kia,Ön,Sorento,Xeyr,2014,173500,5,Offroader ,1,Qara,Digər,No,31500.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,True
13457,Sumqayıt,Avtomat,BMW,Arxa,528,Xeyr,2012,152407,5,Sedan,2,Ağ,Amerika,Yes,30900.0,2.0,245.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
13458,Şəki,Avtomat,Chrysler,Arxa,Crossfire,Xeyr,2004,151197,5,Kupe,2,Boz,Digər,No,10000.0,3.2,215.0,Benzin,True,True,True,False,True,True,True,False,True,True,True,False,False
13459,Bakı,Mexaniki,LADA (VAZ),Arxa,21011,Xeyr,1981,96217,4,Sedan,1,Qara,Rusiya,No,4500.0,1.3,65.0,Benzin,True,False,True,False,False,True,True,False,False,True,False,False,True
13460,Sumqayıt,Avtomat,Mazda,Tam,CX-9,Xeyr,2014,268240,7,Offroader ,2,Qara,Digər,Yes,31900.0,3.7,273.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
13461,Sumqayıt,Avtomat,Ford,Tam,F-150,Xeyr,2017,76425,5,Offroader ,2,Qara,Amerika,Yes,66130.0,2.7,325.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,False,True
13462,Bakı,Avtomat,Opel,Ön,Vectra,Xeyr,1998,509350,5,Liftbek,3,Yaşıl,Digər,No,4000.0,0.2,1111.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13463,Sumqayıt,Avtomat,Ford,Ön,Fusion (North America),Xeyr,2016,159325,5,Sedan,2,Qara,Amerika,Yes,20900.0,1.5,181.0,Benzin,True,True,True,False,True,True,True,False,True,True,True,True,True
13464,Bakı,Avtomat,Mercedes,Arxa,S 320,Xeyr,1996,343000,5,Sedan,2,Qara,Avropa,No,25300.0,3.2,231.0,Benzin,True,True,True,True,True,True,False,True,True,False,True,True,False
13465,Bakı,Avtomat,Kia,Ön,Sportage,Xeyr,2014,179000,5,Offroader ,2,Boz,Koreya,No,28700.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
13466,Bakı,Avtomat,Mercedes,Arxa,E 240,Xeyr,1999,343400,5,Sedan,2,Yaş Asfalt,Avropa,Yes,10800.0,2.4,170.0,Benzin,True,True,False,False,True,False,False,True,True,True,True,False,False
13467,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2017,110000,5,Sedan,2,Ağ,Amerika,No,25500.0,2.4,178.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
13468,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2017,209215,5,Sedan,1,Boz,Avropa,No,24300.0,2.0,150.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
13469,Bakı,Avtomat,Nissan,Ön,Sunny,Xeyr,2012,250000,5,Sedan,2,Bej,Rəsmi diler,No,15000.0,1.5,150.0,Benzin,True,True,False,False,False,False,False,False,False,False,False,False,False
13470,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2006,280000,7,Offroader ,2,Qara,Rəsmi diler,No,28000.0,2.7,163.0,Benzin,True,True,False,True,True,True,True,False,True,True,True,True,True
